'date','station','tair','twet','rh','tdew'
'2014-07-29 12:00:00',22719,15.9,'''"12.1"''','''"61"''','''"8.4"'''
'2014-07-30 12:00:00',22719,16.5,'''"14"''','''"74"''','''"11.9"'''
'2014-07-31 12:00:00',22719,17.4,'''"14.9"''','''"75"''','''"12.9"'''
'2014-08-01 12:00:00',22719,16.6,'''"14.6"''','''"79"''','''"12.9"'''
'2014-08-02 12:00:00',22719,18.6,'''"16.5"''','''"80"''','''"15.1"'''
'2014-08-03 12:00:00',22719,12.6,'''"12"''','''"93"''','''"11.5"'''
'2014-08-04 12:00:00',22719,14.9,'''"11.8"''','''"67"''','''"8.9"'''
'2014-08-05 12:00:00',22719,14.1,'''"10.9"''','''"65"''','''"7.6"'''
'2014-08-06 12:00:00',22719,14.2,'''"12.2"''','''"78"''','''"10.4"'''
'2014-08-07 12:00:00',22719,13.8,'''"11.2"''','''"71"''','''"8.6"'''
'2014-08-08 12:00:00',22719,13.8,'''"10.4"''','''"63"''','''"6.9"'''
'2014-08-09 12:00:00',22719,12.1,'''"7.4"''','''"46"''','''"0.9"'''
'2014-08-10 12:00:00',22719,15.4,'''"10.9"''','''"54"''','''"6.2"'''
'2014-08-11 12:00:00',22719,15.2,'''"11"''','''"56"''','''"6.5"'''
'2014-08-12 12:00:00',22719,14.3,'''"11.5"''','''"69"''','''"8.7"'''
'2014-08-13 12:00:00',22719,13,'''"10.1"''','''"67"''','''"7"'''
'2014-08-14 12:00:00',22719,11,'''"9.4"''','''"80"''','''"7.7"'''
'2014-08-15 12:00:00',22719,13.9,'''"10.3"''','''"61"''','''"6.5"'''
'2014-08-16 12:00:00',22719,14.4,'''"11.7"''','''"71"''','''"9.2"'''
'2014-08-17 12:00:00',22719,15.4,'''"11.6"''','''"61"''','''"7.9"'''
'2014-08-18 12:00:00',22719,15,'''"11.7"''','''"65"''','''"8.5"'''
'2014-08-19 12:00:00',22719,14.3,'''"12.6"''','''"81"''','''"11.1"'''
'2014-08-20 12:00:00',22719,15.5,'''"14"''','''"84"''','''"12.8"'''
'2014-08-21 12:00:00',22719,14.9,'''"12.2"''','''"71"''','''"9.7"'''
'2014-08-22 12:00:00',22719,11.4,'''"7.1"''','''"49"''','''"1.1"'''
'2014-08-23 12:00:00',22719,14,'''"10.7"''','''"64"''','''"7.3"'''
'2014-08-24 12:00:00',22719,14.8,'''"11.7"''','''"67"''','''"8.8"'''
'2014-08-25 12:00:00',22719,14,'''"11.1"''','''"68"''','''"8.2"'''
'2014-08-26 12:00:00',22719,14.8,'''"10.3"''','''"53"''','''"5.3"'''
'2014-08-27 12:00:00',22719,13.6,'''"10.4"''','''"64"''','''"6.9"'''
'2014-08-28 12:00:00',22719,15.2,'''"10.7"''','''"54"''','''"6"'''
'2014-08-29 12:00:00',22719,16,'''"11.6"''','''"56"''','''"7.3"'''
'2014-08-30 12:00:00',22719,14.4,'''"11.8"''','''"72"''','''"9.4"'''
'2014-08-31 12:00:00',22719,13,'''"11.4"''','''"81"''','''"9.8"'''
'2014-09-01 12:00:00',22719,10.8,'''"10.2"''','''"92"''','''"9.6"'''
'2014-09-02 12:00:00',22719,17.2,'''"13.9"''','''"67"''','''"11"'''
'2014-09-03 12:00:00',22719,16.2,'''"13.7"''','''"74"''','''"11.6"'''
'2014-09-04 12:00:00',22719,16.7,'''"13.7"''','''"70"''','''"11.2"'''
'2014-09-05 12:00:00',22719,18,'''"15.8"''','''"78"''','''"14.1"'''
'2014-09-06 12:00:00',22719,17,'''"14.3"''','''"73"''','''"12.1"'''
'2014-09-07 12:00:00',22719,17.7,'''"12.5"''','''"51"''','''"7.5"'''
'2014-09-08 12:00:00',22719,15.4,'''"13"''','''"75"''','''"11"'''
'2014-09-09 12:00:00',22719,17.1,'''"12.6"''','''"56"''','''"8.3"'''
'2014-09-10 12:00:00',22719,15.5,'''"11.8"''','''"62"''','''"8.3"'''
'2014-09-11 12:00:00',22719,16.7,'''"13.1"''','''"64"''','''"9.9"'''
'2014-09-12 12:00:00',22719,15.1,'''"14.5"''','''"93"''','''"14"'''
'2014-09-13 12:00:00',22719,16.6,'''"15.5"''','''"88"''','''"14.6"'''
'2014-09-14 12:00:00',22719,15.2,'''"13"''','''"76"''','''"11"'''
'2014-09-15 12:00:00',22719,16.7,'''"13.7"''','''"70"''','''"11.2"'''
'2014-09-16 12:00:00',22719,18,'''"15.4"''','''"75"''','''"13.5"'''
'2014-09-17 12:00:00',22719,15.9,'''"12.2"''','''"62"''','''"8.6"'''
'2014-09-18 12:00:00',22719,13.4,'''"12.1"''','''"85"''','''"10.9"'''
'2014-09-19 12:00:00',22719,18,'''"14.9"''','''"70"''','''"12.5"'''
'2014-09-20 12:00:00',22719,15.9,'''"12.1"''','''"61"''','''"8.4"'''
'2014-09-21 12:00:00',22719,12.8,'''"10.9"''','''"78"''','''"9.1"'''
'2014-09-22 12:00:00',22719,10.6,'''"9.4"''','''"85"''','''"8.2"'''
'2014-09-23 12:00:00',22719,15,'''"12"''','''"68"''','''"9.2"'''
'2014-09-24 12:00:00',22719,15.6,'''"13.2"''','''"75"''','''"11.2"'''
'2014-09-25 12:00:00',22719,15.5,'''"12.3"''','''"67"''','''"9.4"'''
'2014-09-26 12:00:00',22719,17.2,'''"13"''','''"59"''','''"9.1"'''
'2014-09-27 12:00:00',22719,17.1,'''"12.2"''','''"53"''','''"7.5"'''
'2014-09-28 12:00:00',22719,17.2,'''"14.6"''','''"74"''','''"12.5"'''
'2014-09-29 12:00:00',22719,17.9,'''"13.2"''','''"56"''','''"9"'''
'2014-09-30 12:00:00',22719,17.4,'''"13.2"''','''"59"''','''"9.3"'''
'2014-10-01 12:00:00',22719,17.9,'''"12.8"''','''"52"''','''"7.9"'''
'2014-10-02 12:00:00',22719,16.4,'''"12.7"''','''"63"''','''"9.4"'''
'2014-10-03 12:00:00',22719,15,'''"13.1"''','''"79"''','''"11.4"'''
'2014-10-04 12:00:00',22719,13,'''"10.3"''','''"69"''','''"7.5"'''
'2014-10-05 12:00:00',22719,16,'''"13.3"''','''"72"''','''"11"'''
'2014-10-06 12:00:00',22719,15.1,'''"14"''','''"88"''','''"13.1"'''
'2014-10-07 12:00:00',22719,15.1,'''"11.3"''','''"60"''','''"7.4"'''
'2014-10-08 12:00:00',22719,15.6,'''"13.9"''','''"82"''','''"12.6"'''
'2014-10-09 12:00:00',22719,15.8,'''"13.2"''','''"73"''','''"11"'''
'2014-10-10 12:00:00',22719,16.6,'''"12.9"''','''"63"''','''"9.5"'''
'2014-10-11 12:00:00',22719,18.2,'''"13.5"''','''"56"''','''"9.3"'''
'2014-10-12 12:00:00',22719,16.4,'''"13"''','''"66"''','''"10"'''
'2014-10-13 12:00:00',22719,19.1,'''"14.6"''','''"59"''','''"10.9"'''
'2014-10-14 12:00:00',22719,18.9,'''"15.4"''','''"67"''','''"12.7"'''
'2014-10-15 12:00:00',22719,18.8,'''"15.7"''','''"71"''','''"13.4"'''
'2014-10-16 12:00:00',22719,19.3,'''"15.4"''','''"64"''','''"12.3"'''
'2014-10-17 12:00:00',22719,19.3,'''"15.3"''','''"63"''','''"12.1"'''
'2014-10-18 12:00:00',22719,17.5,'''"16.1"''','''"86"''','''"15.2"'''
'2014-10-19 12:00:00',22719,17.7,'''"14.2"''','''"66"''','''"11.3"'''
'2014-10-20 12:00:00',22719,17.2,'''"13.7"''','''"66"''','''"10.8"'''
'2014-10-21 12:00:00',22719,18.7,'''"15"''','''"65"''','''"12"'''
'2014-10-22 12:00:00',22719,19.3,'''"15.1"''','''"62"''','''"11.8"'''
'2014-10-23 12:00:00',22719,18.2,'''"15.2"''','''"71"''','''"12.9"'''
'2014-10-24 12:00:00',22719,17.3,'''"14.3"''','''"70"''','''"11.8"'''
'2014-10-25 12:00:00',22719,15,'''"9.5"''','''"44"''','''"2.9"'''
'2014-10-26 12:00:00',22719,16.2,'''"12.3"''','''"61"''','''"8.7"'''
'2014-10-27 12:00:00',22719,16.7,'''"13.4"''','''"67"''','''"10.6"'''
'2014-10-28 12:00:00',22719,18.2,'''"17.3"''','''"91"''','''"16.7"'''
'2014-10-29 12:00:00',22719,15.6,'''"15.1"''','''"94"''','''"14.6"'''
'2014-10-30 12:00:00',22719,17.4,'''"14"''','''"67"''','''"11.2"'''
'2014-10-31 12:00:00',22719,18.4,'''"15.3"''','''"70"''','''"12.9"'''
'2014-11-01 12:00:00',22719,19.2,'''"15.4"''','''"65"''','''"12.5"'''
'2014-11-02 12:00:00',22719,18.6,'''"16.2"''','''"77"''','''"14.5"'''
'2014-11-03 12:00:00',22719,16.2,'''"14.3"''','''"80"''','''"12.8"'''
'2014-11-04 12:00:00',22719,17,'''"13.4"''','''"64"''','''"10.2"'''
'2014-11-05 12:00:00',22719,16.3,'''"12.7"''','''"64"''','''"9.5"'''
'2014-11-06 12:00:00',22719,14.7,'''"11.5"''','''"66"''','''"8.4"'''
'2014-11-07 12:00:00',22719,16.7,'''"13.4"''','''"67"''','''"10.6"'''
'2014-11-08 12:00:00',22719,17.2,'''"12.9"''','''"58"''','''"8.9"'''
'2014-11-09 12:00:00',22719,18.6,'''"15"''','''"66"''','''"12.1"'''
'2014-11-10 12:00:00',22719,19.3,'''"15.1"''','''"62"''','''"11.8"'''
'2014-11-11 12:00:00',22719,19.1,'''"15.7"''','''"68"''','''"13.1"'''
'2014-11-12 12:00:00',22719,16.1,'''"12.1"''','''"60"''','''"8.4"'''
'2014-11-13 12:00:00',22719,13.9,'''"11.2"''','''"70"''','''"8.5"'''
'2014-11-14 12:00:00',22719,17.2,'''"14.4"''','''"72"''','''"12.1"'''
'2014-11-15 12:00:00',22719,16.5,'''"14.8"''','''"82"''','''"13.4"'''
'2014-11-16 12:00:00',22719,18.4,'''"14.7"''','''"65"''','''"11.7"'''
'2014-11-17 12:00:00',22719,15.4,'''"14.7"''','''"92"''','''"14.1"'''
'2014-11-18 12:00:00',22719,19.4,'''"16.3"''','''"71"''','''"14"'''
'2014-11-19 12:00:00',22719,20.5,'''"15.3"''','''"55"''','''"11.2"'''
'2014-11-20 12:00:00',22719,17.1,'''"13.1"''','''"61"''','''"9.5"'''
'2014-11-21 12:00:00',22719,18.6,'''"14.8"''','''"64"''','''"11.7"'''
'2014-11-22 12:00:00',22719,19.9,'''"17.2"''','''"75"''','''"15.4"'''
'2014-11-23 12:00:00',22719,19.3,'''"14.6"''','''"57"''','''"10.6"'''
'2014-11-24 12:00:00',22719,19.6,'''"17.8"''','''"83"''','''"16.6"'''
'2014-11-25 12:00:00',22719,21.6,'''"18.9"''','''"76"''','''"17.2"'''
'2014-11-26 12:00:00',22719,17.8,'''"16.2"''','''"84"''','''"15.1"'''
'2014-11-27 12:00:00',22719,19.7,'''"15.4"''','''"61"''','''"12"'''
'2014-11-28 12:00:00',22719,19.9,'''"15.4"''','''"60"''','''"11.9"'''
'2014-11-29 12:00:00',22719,17.9,'''"13.9"''','''"62"''','''"10.5"'''
'2014-11-30 12:00:00',22719,20.4,'''"15.1"''','''"54"''','''"10.8"'''
'2014-12-01 12:00:00',22719,17.2,'''"13.3"''','''"62"''','''"9.9"'''
'2014-12-02 12:00:00',22719,17.6,'''"11.2"''','''"41"''','''"4.2"'''
'2014-12-03 12:00:00',22719,18.2,'''"14.5"''','''"65"''','''"11.5"'''
'2014-12-04 12:00:00',22719,18.8,'''"14.6"''','''"61"''','''"11.1"'''
'2014-12-05 12:00:00',22719,20.4,'''"17.3"''','''"72"''','''"15.2"'''
'2014-12-06 12:00:00',22719,21.8,'''"17.3"''','''"62"''','''"14.2"'''
'2014-12-07 12:00:00',22719,20.4,'''"17.3"''','''"72"''','''"15.2"'''
'2014-12-08 12:00:00',22719,22.6,'''"19.1"''','''"70"''','''"16.9"'''
'2014-12-09 12:00:00',22719,22.1,'''"19"''','''"73"''','''"17"'''
'2014-12-10 12:00:00',22719,22.2,'''"17.8"''','''"63"''','''"14.8"'''
'2014-12-11 12:00:00',22719,21.9,'''"19.6"''','''"80"''','''"18.3"'''
'2014-12-12 12:00:00',22719,18.1,'''"15.2"''','''"72"''','''"13"'''
'2014-12-13 12:00:00',22719,18.8,'''"14.5"''','''"60"''','''"10.9"'''
'2014-12-14 12:00:00',22719,17.3,'''"15.5"''','''"82"''','''"14.2"'''
'2014-12-15 12:00:00',22719,18.3,'''"14.4"''','''"63"''','''"11.1"'''
'2014-12-16 12:00:00',22719,17.9,'''"14.8"''','''"70"''','''"12.4"'''
'2014-12-17 12:00:00',22719,18.6,'''"18.2"''','''"96"''','''"18"'''
'2014-12-18 12:00:00',22719,21.4,'''"18.7"''','''"76"''','''"17"'''
'2014-12-19 12:00:00',22719,25.7,'''"20.2"''','''"58"''','''"16.8"'''
'2014-12-20 12:00:00',22719,21.1,'''"20"''','''"90"''','''"19.4"'''
'2014-12-21 12:00:00',22719,23.7,'''"20.1"''','''"70"''','''"17.9"'''
'2014-12-22 12:00:00',22719,21.7,'''"17.6"''','''"65"''','''"14.9"'''
'2014-12-23 12:00:00',22719,24.9,'''"17.2"''','''"43"''','''"11.5"'''
'2014-12-24 12:00:00',22719,21.3,'''"17.1"''','''"64"''','''"14.2"'''
'2014-12-25 12:00:00',22719,22.2,'''"16.5"''','''"53"''','''"12.2"'''
'2014-12-26 12:00:00',22719,23.2,'''"17.3"''','''"53"''','''"13.1"'''
'2014-12-27 12:00:00',22719,23,'''"17.3"''','''"54"''','''"13.2"'''
'2014-12-28 12:00:00',22719,23.9,'''"18.8"''','''"59"''','''"15.4"'''
'2014-12-29 12:00:00',22719,24.2,'''"18"''','''"52"''','''"13.7"'''
'2014-12-30 12:00:00',22719,22.9,'''"16.5"''','''"49"''','''"11.6"'''
'2014-12-31 12:00:00',22719,21,'''"17.6"''','''"70"''','''"15.3"'''
'2015-01-01 12:00:00',22719,21.4,'''"15.4"''','''"50"''','''"10.6"'''
'2015-01-02 12:00:00',22719,22.8,'''"18.6"''','''"65"''','''"15.9"'''
'2015-01-03 12:00:00',22719,21.1,'''"17.6"''','''"69"''','''"15.2"'''
'2015-01-04 12:00:00',22719,25.6,'''"18.7"''','''"49"''','''"14.1"'''
'2015-01-05 12:00:00',22719,23.4,'''"19.5"''','''"68"''','''"17.2"'''
'2015-01-06 12:00:00',22719,22.7,'''"18.2"''','''"63"''','''"15.3"'''
'2015-01-07 12:00:00',22719,23.9,'''"20.1"''','''"69"''','''"17.9"'''
'2015-01-08 12:00:00',22719,23.6,'''"19.3"''','''"65"''','''"16.7"'''
'2015-01-09 12:00:00',22719,23.3,'''"18.4"''','''"60"''','''"15.1"'''
'2015-01-10 12:00:00',22719,24,'''"19.5"''','''"64"''','''"16.8"'''
'2015-01-11 12:00:00',22719,23.6,'''"18.4"''','''"58"''','''"14.9"'''
'2015-01-12 12:00:00',22719,24.2,'''"19.3"''','''"61"''','''"16.2"'''
'2015-01-13 12:00:00',22719,23.5,'''"19.1"''','''"64"''','''"16.3"'''
'2015-01-14 12:00:00',22719,23.2,'''"17.9"''','''"57"''','''"14.2"'''
'2015-01-15 12:00:00',22719,25.1,'''"18.9"''','''"53"''','''"14.9"'''
'2015-01-16 12:00:00',22719,25.4,'''"18.1"''','''"46"''','''"13"'''
'2015-01-17 12:00:00',22719,25.3,'''"20.5"''','''"63"''','''"17.8"'''
'2015-01-18 12:00:00',22719,23.9,'''"19.2"''','''"62"''','''"16.2"'''
'2015-01-19 12:00:00',22719,25.6,'''"19.2"''','''"52"''','''"15"'''
'2015-01-20 12:00:00',22719,23.7,'''"19.8"''','''"68"''','''"17.4"'''
'2015-01-21 12:00:00',22719,22.5,'''"16.3"''','''"50"''','''"11.6"'''
'2015-01-22 12:00:00',22719,24,'''"18.3"''','''"55"''','''"14.4"'''
'2015-01-23 12:00:00',22719,23.7,'''"17.7"''','''"53"''','''"13.6"'''
'2015-01-24 12:00:00',22719,25.5,'''"20.3"''','''"60"''','''"17.2"'''
'2015-01-25 12:00:00',22719,26.2,'''"20"''','''"54"''','''"16.2"'''
'2015-01-26 12:00:00',22719,24.2,'''"17.6"''','''"49"''','''"12.8"'''
'2015-01-27 12:00:00',22719,25.5,'''"17.7"''','''"43"''','''"12"'''
'2015-01-28 12:00:00',22719,24.9,'''"18.7"''','''"53"''','''"14.7"'''
'2015-01-29 12:00:00',22719,26.1,'''"19.6"''','''"52"''','''"15.5"'''
'2015-01-30 12:00:00',22719,26.2,'''"20.6"''','''"58"''','''"17.3"'''
'2015-01-31 12:00:00',22719,22.7,'''"20.3"''','''"79"''','''"18.9"'''
'2015-02-01 12:00:00',22719,22.6,'''"19.8"''','''"76"''','''"18.2"'''
'2015-02-02 12:00:00',22719,26.4,'''"21.9"''','''"66"''','''"19.5"'''
'2015-02-03 12:00:00',22719,24.5,'''"20.2"''','''"66"''','''"17.7"'''
'2015-02-04 12:00:00',22719,19.3,'''"17.4"''','''"82"''','''"16.2"'''
'2015-02-05 12:00:00',22719,21.8,'''"17.2"''','''"61"''','''"14"'''
'2015-02-06 12:00:00',22719,20.6,'''"15.7"''','''"57"''','''"11.8"'''
'2015-02-07 12:00:00',22719,20.6,'''"15.3"''','''"54"''','''"11"'''
'2015-02-08 12:00:00',22719,21.3,'''"17.6"''','''"68"''','''"15.2"'''
'2015-02-09 12:00:00',22719,22.8,'''"18.9"''','''"67"''','''"16.4"'''
'2015-02-10 12:00:00',22719,22.6,'''"18.8"''','''"68"''','''"16.4"'''
'2015-02-11 12:00:00',22719,22.9,'''"16"''','''"45"''','''"10.4"'''
'2015-02-12 12:00:00',22719,23.4,'''"15.5"''','''"39"''','''"8.7"'''
'2015-02-13 12:00:00',22719,23.6,'''"17.9"''','''"55"''','''"14.1"'''
'2015-02-14 12:00:00',22719,23.7,'''"18.2"''','''"56"''','''"14.4"'''
'2015-02-15 12:00:00',22719,24,'''"17.6"''','''"50"''','''"13"'''
'2015-02-16 12:00:00',22719,24.2,'''"18.6"''','''"56"''','''"14.9"'''
'2015-02-17 12:00:00',22719,25.4,'''"17.8"''','''"44"''','''"12.3"'''
'2015-02-18 12:00:00',22719,24.7,'''"19.4"''','''"59"''','''"16.2"'''
'2015-02-19 12:00:00',22719,23.6,'''"17.8"''','''"54"''','''"13.8"'''
'2015-02-20 12:00:00',22719,23.6,'''"18.6"''','''"60"''','''"15.4"'''
'2015-02-21 12:00:00',22719,23.4,'''"18.6"''','''"61"''','''"15.5"'''
'2015-02-22 12:00:00',22719,20.6,'''"18.5"''','''"81"''','''"17.2"'''
'2015-02-23 12:00:00',22719,20.3,'''"17.6"''','''"75"''','''"15.7"'''
'2015-02-24 12:00:00',22719,23.1,'''"17.7"''','''"56"''','''"13.9"'''
'2015-02-25 12:00:00',22719,24.4,'''"19.2"''','''"59"''','''"15.9"'''
'2015-02-26 12:00:00',22719,26,'''"19.1"''','''"49"''','''"14.5"'''
'2015-02-27 12:00:00',22719,23.9,'''"19.3"''','''"63"''','''"16.4"'''
'2015-02-28 12:00:00',22719,24.4,'''"18.5"''','''"54"''','''"14.5"'''
'2015-03-01 12:00:00',22719,26.2,'''"19.7"''','''"52"''','''"15.6"'''
'2015-03-02 12:00:00',22719,24.6,'''"18.6"''','''"54"''','''"14.7"'''
'2015-03-03 12:00:00',22719,23.8,'''"18.5"''','''"58"''','''"15"'''
'2015-03-04 12:00:00',22719,25.3,'''"19.1"''','''"53"''','''"15.1"'''
'2015-03-05 12:00:00',22719,23.9,'''"20"''','''"68"''','''"17.6"'''
'2015-03-06 12:00:00',22719,22,'''"20.4"''','''"86"''','''"19.6"'''
'2015-03-07 12:00:00',22719,21.1,'''"18.4"''','''"76"''','''"16.7"'''
'2015-03-08 12:00:00',22719,21.9,'''"18.1"''','''"67"''','''"15.5"'''
'2015-03-09 12:00:00',22719,20.8,'''"16.7"''','''"64"''','''"13.8"'''
'2015-03-10 12:00:00',22719,23.7,'''"18.6"''','''"59"''','''"15.2"'''
'2015-03-11 12:00:00',22719,24.3,'''"19.1"''','''"59"''','''"15.8"'''
'2015-03-12 12:00:00',22719,25.7,'''"19.6"''','''"54"''','''"15.7"'''
'2015-03-13 12:00:00',22719,24.5,'''"19"''','''"57"''','''"15.4"'''
'2015-03-14 12:00:00',22719,25.4,'''"19.2"''','''"53"''','''"15.1"'''
'2015-03-15 12:00:00',22719,21.9,'''"17.3"''','''"61"''','''"14"'''
'2015-03-16 12:00:00',22719,21.9,'''"19.6"''','''"80"''','''"18.3"'''
'2015-03-17 12:00:00',22719,22.8,'''"18.9"''','''"67"''','''"16.4"'''
'2015-03-18 12:00:00',22719,19.7,'''"16.2"''','''"68"''','''"13.6"'''
'2015-03-19 12:00:00',22719,19.7,'''"15"''','''"58"''','''"11.2"'''
'2015-03-20 12:00:00',22719,19.9,'''"16.3"''','''"67"''','''"13.6"'''
'2015-03-21 12:00:00',22719,21.2,'''"15.7"''','''"53"''','''"11.3"'''
'2015-03-22 12:00:00',22719,22.3,'''"16.6"''','''"53"''','''"12.3"'''
'2015-03-23 12:00:00',22719,21.8,'''"15.4"''','''"47"''','''"10"'''
'2015-03-24 12:00:00',22719,21.7,'''"17.1"''','''"61"''','''"13.9"'''
'2015-03-25 12:00:00',22719,23.2,'''"17.9"''','''"57"''','''"14.2"'''
'2015-03-26 12:00:00',22719,23,'''"18.1"''','''"60"''','''"14.8"'''
'2015-03-27 12:00:00',22719,23.3,'''"20.5"''','''"76"''','''"18.8"'''
'2015-03-28 12:00:00',22719,19,'''"18.2"''','''"92"''','''"17.7"'''
'2015-03-29 12:00:00',22719,23.9,'''"20"''','''"68"''','''"17.6"'''
'2015-03-30 12:00:00',22719,22.1,'''"18.7"''','''"71"''','''"16.6"'''
'2015-03-31 12:00:00',22719,21.5,'''"16.9"''','''"61"''','''"13.7"'''
'2015-04-01 12:00:00',22719,22.4,'''"17.5"''','''"59"''','''"14"'''
'2015-04-02 12:00:00',22719,21.6,'''"17.9"''','''"68"''','''"15.5"'''
'2015-04-03 12:00:00',22719,21.6,'''"17"''','''"61"''','''"13.8"'''
'2015-04-04 12:00:00',22719,22.4,'''"18"''','''"63"''','''"15"'''
'2015-04-05 12:00:00',22719,23.2,'''"19.5"''','''"69"''','''"17.2"'''
'2015-04-06 12:00:00',22719,22.7,'''"17.5"''','''"57"''','''"13.8"'''
'2015-04-07 12:00:00',22719,23.6,'''"18.9"''','''"62"''','''"15.9"'''
'2015-04-08 12:00:00',22719,23.1,'''"19.1"''','''"67"''','''"16.7"'''
'2015-04-09 12:00:00',22719,21.3,'''"19.2"''','''"81"''','''"17.9"'''
'2015-04-10 12:00:00',22719,24.3,'''"20.3"''','''"68"''','''"18"'''
'2015-04-11 12:00:00',22719,21.6,'''"18.2"''','''"70"''','''"15.9"'''
'2015-04-12 12:00:00',22719,19.2,'''"15.3"''','''"64"''','''"12.2"'''
'2015-04-13 12:00:00',22719,16.8,'''"15.8"''','''"90"''','''"15.2"'''
'2015-04-14 12:00:00',22719,13.6,'''"10.8"''','''"69"''','''"8"'''
'2015-04-15 12:00:00',22719,17,'''"14"''','''"70"''','''"11.5"'''
'2015-04-16 12:00:00',22719,18.2,'''"13.4"''','''"55"''','''"9"'''
'2015-04-17 12:00:00',22719,19,'''"15.1"''','''"64"''','''"12"'''
'2015-04-18 12:00:00',22719,16.6,'''"15.5"''','''"88"''','''"14.6"'''
'2015-04-19 12:00:00',22719,21.3,'''"16.3"''','''"57"''','''"12.5"'''
'2015-04-20 12:00:00',22719,21,'''"17.1"''','''"66"''','''"14.4"'''
'2015-04-21 12:00:00',22719,21,'''"17.5"''','''"69"''','''"15.1"'''
'2015-04-22 12:00:00',22719,20.3,'''"17.9"''','''"78"''','''"16.3"'''
'2015-04-23 12:00:00',22719,19.3,'''"17.2"''','''"80"''','''"15.8"'''
'2015-04-24 12:00:00',22719,20.4,'''"15.6"''','''"58"''','''"11.9"'''
'2015-04-25 12:00:00',22719,19.1,'''"14.9"''','''"61"''','''"11.4"'''
'2015-04-26 12:00:00',22719,21,'''"15.5"''','''"53"''','''"11.1"'''
'2015-04-27 12:00:00',22719,18.4,'''"17.8"''','''"94"''','''"17.4"'''
'2015-04-28 12:00:00',22719,17,'''"15.8"''','''"88"''','''"15"'''
'2015-04-29 12:00:00',22719,18.4,'''"14.9"''','''"67"''','''"12.2"'''
'2015-04-30 12:00:00',22719,15.3,'''"13.5"''','''"81"''','''"12.1"'''
'2015-05-01 12:00:00',22719,18.3,'''"14.8"''','''"67"''','''"12.1"'''
'2015-05-02 12:00:00',22719,18,'''"14.6"''','''"67"''','''"11.8"'''
'2015-05-03 12:00:00',22719,18.3,'''"13.7"''','''"57"''','''"9.7"'''
'2015-05-04 12:00:00',22719,18.8,'''"14.4"''','''"59"''','''"10.6"'''
'2015-05-05 12:00:00',22719,18.7,'''"16.2"''','''"76"''','''"14.4"'''
'2015-05-06 12:00:00',22719,20.1,'''"16.7"''','''"69"''','''"14.3"'''
'2015-05-07 12:00:00',22719,20.9,'''"18.1"''','''"75"''','''"16.3"'''
'2015-05-08 12:00:00',22719,17,'''"16.3"''','''"93"''','''"15.9"'''
'2015-05-09 12:00:00',22719,18.4,'''"15.9"''','''"76"''','''"14.1"'''
'2015-05-10 12:00:00',22719,19.7,'''"16.1"''','''"67"''','''"13.4"'''
'2015-05-11 12:00:00',22719,19.9,'''"16.3"''','''"67"''','''"13.6"'''
'2015-05-12 12:00:00',22719,17.3,'''"15.8"''','''"85"''','''"14.8"'''
'2015-05-13 12:00:00',22719,19.3,'''"15"''','''"61"''','''"11.6"'''
'2015-05-14 12:00:00',22719,18.3,'''"15.2"''','''"70"''','''"12.8"'''
'2015-05-15 12:00:00',22719,12.7,'''"11.9"''','''"90"''','''"11.1"'''
'2015-05-16 12:00:00',22719,16,'''"11.7"''','''"57"''','''"7.5"'''
'2015-05-17 12:00:00',22719,15.8,'''"13.3"''','''"74"''','''"11.2"'''
'2015-05-18 12:00:00',22719,14.5,'''"13.5"''','''"89"''','''"12.7"'''
'2015-05-19 12:00:00',22719,16.5,'''"14"''','''"74"''','''"11.9"'''
'2015-05-20 12:00:00',22719,16.6,'''"12.7"''','''"61"''','''"9.1"'''
'2015-05-21 12:00:00',22719,17.1,'''"15"''','''"79"''','''"13.4"'''
'2015-05-22 12:00:00',22719,15.8,'''"12.7"''','''"68"''','''"9.9"'''
'2015-05-23 12:00:00',22719,13.3,'''"13.1"''','''"97"''','''"12.8"'''
'2015-05-24 12:00:00',22719,13.2,'''"11.6"''','''"82"''','''"10.2"'''
'2015-05-25 12:00:00',22719,13.8,'''"9.6"''','''"54"''','''"4.7"'''
'2015-05-26 12:00:00',22719,13.9,'''"11.8"''','''"76"''','''"9.8"'''
'2015-05-27 12:00:00',22719,14,'''"11.1"''','''"68"''','''"8.2"'''
'2015-05-28 12:00:00',22719,13.4,'''"10.5"''','''"67"''','''"7.4"'''
'2015-05-29 12:00:00',22719,13.3,'''"10.8"''','''"72"''','''"8.4"'''
'2015-05-30 12:00:00',22719,16.4,'''"12.5"''','''"61"''','''"8.9"'''
'2015-05-31 12:00:00',22719,14.3,'''"13.4"''','''"90"''','''"12.7"'''
'2015-06-01 12:00:00',22719,16.9,'''"14.9"''','''"80"''','''"13.4"'''
'2015-06-02 12:00:00',22719,18,'''"16.4"''','''"84"''','''"15.3"'''
'2015-06-03 12:00:00',22719,15,'''"12.9"''','''"77"''','''"11"'''
'2015-06-04 12:00:00',22719,14.8,'''"13.5"''','''"86"''','''"12.5"'''
'2015-06-05 12:00:00',22719,15.4,'''"14.1"''','''"86"''','''"13.1"'''
'2015-06-06 12:00:00',22719,14,'''"13.6"''','''"95"''','''"13.2"'''
'2015-06-07 12:00:00',22719,13.2,'''"11.8"''','''"84"''','''"10.6"'''
'2015-06-08 12:00:00',22719,14.1,'''"12.1"''','''"78"''','''"10.3"'''
